tokens,label
It took the <e2> mechanic </e2> less than 10 seconds (no exaggeration) to fix the lock with a <e1> screwdriver </e1> .,Instrument-Agency
This public <e2> debate </e2> has been reflected in widely advertised <e1> series </e1> in the popular magazines and by numerous analysts .,Message-Topic
Xanax works by changing brain <e1> chemicals </e1> that cause stress and <e2> anxiety </e2> .,Cause-Effect
The <e1> handgun </e1> was discovered inside a sealed Velcro <e2> pocket </e2> on the front driver's seat .,Content-Container
Brightly colored honey dipper beads and chunky disk <e1> rings </e1> make up this all wood foot <e2> toy </e2> .,Component-Whole
These children have given up everything - all they own now is a <e2> suitcase </e2> with <e1> clothes </e1> in it .,Content-Container
"However several species of <e1> fungi </e1> , insect , and bacteria cause <e2> mortality </e2> or reduced growth of the tree .",Cause-Effect
The <e1> replies </e1> are posted to all <e2> groups </e2> .,Entity-Destination
"The <e1> cockpit </e1> accommodated a <e2> crew </e2> of three , including pilot , radar operator , and sensor operator .",Other
"<e2> Rye </e2> <e1> flour </e1> was found to contain only one glutelin , which separated at 3 per cent of saturation with ammonium sulfate .",Entity-Origin
Pee Dee Academy girls basketball coach Jerry Coleman placed the <e1> quote </e1> in a <e2> spot </e2> where he was sure all of his players could see it .,Entity-Destination
Viral DNA forms in the <e1> livers </e1> of <e2> ducks </e2> transfected with mutant genomes .,Component-Whole
The <e2> painter's </e2> <e1> marks </e1> represent the story of a hunt or a great war; my symbols represent the story of a problem and its solution .,Product-Producer
The author clearly got a great deal of <e2> pleasure </e2> from the <e1> work </e1> and did not allow his vast amount of material to force him into shallow generalizations .,Cause-Effect
"General information about the <e2> infection </e2> caused by the <e1> bacteria </e1> called Salmonella , when food is eaten raw or undercooked .",Cause-Effect
"All the <e2> profits </e2> from the <e1> books </e1> listed below are donated to the Norman Historic Preservation Program , Inc . (NHPP) to be used toward the renovation of the old Norman High School as a children's educational center and museum .",Cause-Effect
"<e1> Physical geography </e1> examines the <e2> natural environment </e2> and how the climate , vegetation & life , soil , water , and landforms are produced and interact .",Other
This <e2> code </e2> constructs a triangle from a set of three <e1> lines </e1> .,Instrument-Agency
The target is semantically a <e2> tree </e2> that is constructed from <e1> elements </e1> of terminal and non-terminal nodes represented through lists and symbols .,Component-Whole
My <e1> home </e1> is a part of homeowner's <e2> association </e2> .,Member-Collection
Recently the <e1> man </e1> was put into an Interpol red flag <e2> list </e2> .,Other
"In the 1940s and 50s the empty canal was used by a chemical and plastics company to dump nearly 20 ,000 tons (c .18 ,000 metric tons) of toxic waste; the <e1> waste </e1> was sealed in <e2> metal drums </e2> in a manner that has since been declared illegal .",Content-Container
Young people from Bridgend made this animated <e1> film </e1> to highlight the <e2> dangers </e2> of forest fires .,Message-Topic
The <e1> pouch </e1> is a distinguishing feature of female <e2> marsupials </e2> (and rarely in the males as in the water opossum and the extinct Thylacine) .,Component-Whole
But nothing prepared her for the day when a <e2> surfeit </e2> of 10 baby <e1> skunks </e1> popped their heads out of the hole and began scurrying about with their mommy .,Member-Collection
We started the scholarship and then formed a <e2> committee </e2> of employees who drafted the <e1> guidelines </e1> of what we wanted to do with it .,Product-Producer
"Despite previous <e1> statements </e1> asserting their <e2> innocence </e2> , both Titus and Ryan pleaded guilty to various charges on May 30 .",Message-Topic
Gaza following the widespread <e2> destruction </e2> caused by the Israeli <e1> invasion </e1> .,Cause-Effect
The ragtag cast evinces as much harmony as a <e2> clutter </e2> of alley <e1> cats </e1> in your backyard .,Member-Collection
"In 2006 , the International Astronomical Union officially adopted a <e1> resolution </e1> defining <e2> planets </e2> within the Solar System .",Message-Topic
The <e1> continent </e1> has sunk into deep economic <e2> abyss </e2> .,Other
"Meanwhile , the <e1> speech </e1> pointed out that the scientific <e2> innovation </e2> is the only way to develop .",Message-Topic
"For years , <e1> adventurers </e1> from across the Prime Realms have journeyed into those dark <e2> depths </e2> seeking glory and wealth .",Entity-Destination
FIG . 1 is a front perspective view of a <e2> pants </e2> <e1> pocket </e1> showing my new design .,Component-Whole
<e1> Investigations </e1> are under way to establish the <e2> identity </e2> of human remains found by police in woodland in Surrey .,Other
The House has postponed the <e1> vote </e1> to <e2> tomorrow </e2> .,Entity-Destination
The majority of <e2> tree </e2> feeder <e1> roots </e1> are located in the top four to eight inches of soil .,Component-Whole
The <e1> gas </e1> is blown into the molten <e2> metal </e2> through a gas blast nozzle in a refining furnace .,Entity-Destination
The <e2> hole </e2> has been caused by the <e1> accumulation </e1> of dust into planets like Earth .,Cause-Effect
I managed to squeeze decent <e1> photos </e1> out of an <e2> iPhone </e2> .,Other
Sigmoid colon <e1> diverticulitis </e1> is the most common cause of acute <e2> pain </e2> in the left lower abdomen in older adults .,Cause-Effect
The relative <e1> calm </e1> produced by the Shia <e2> ceasefire </e2> has coincided with what the CIA is now calling the near strategic defeat of al-Qaeda in Iraq .,Cause-Effect
The <e2> president </e2> surprised world leaders with a <e1> joke </e1> about his poor record on the environment as he left the G8 summit in Japan .,Product-Producer
"I am a semi-professional myself and I also have a small <e2> hug </e2> of <e1> teddy bears </e1> , but the photos that Marc Hoberman made of these bears are really fantastic .",Member-Collection
"The <e1> auction </e1> started at the ungodly <e2> hour </e2> of 10 am , which I'm guessing ensures no one will show up after hitting the bars and bid drunk .",Other
"We are aware that <e2> acne </e2> or pimples are caused by <e1> hormonal imbalance </e1> , improper skin care or bad eating habits .",Cause-Effect
In March 1997 a scientific <e1> conference </e1> was held on the topic of <e2> prevention </e2> and health promotion .,Message-Topic
"By contrast , the <e1> robot </e1> lets the <e2> operator </e2> just queue raw stock and walk away , returning later to pick up completed parts in the unload queue .",Instrument-Agency
A <e2> suitcase </e2> with a <e1> bomb </e1> in it is carried around .,Content-Container
My grandmother is beautiful too but she has a lot of <e2> wrinkles </e2> from the <e1> sun </e1> .,Cause-Effect
"Originally , the <e1> buttonhole </e1> accommodated a <e2> button </e2> sewn to the underside of the opposite lapel , thus allowing a man to button all the way up in brisk weather .",Other
Britain's oldest surviving human <e1> brain </e1> was discovered inside a decapitated <e2> skull </e2> placed in a small pit near York .,Content-Container
"He established a new administrative system , sent a regiment of regular troops which quelled the lroquois , and then invested vast sums in economicdevelopment , establishing new industries such as lumbering and shipbuilding and subsidizing the immigration of skilled and unskilled labor , and marriageable girls for the <e1> superfluity </e1> of <e2> bachelors </e2> .",Other
You store the <e1> information </e1> in the <e2> variable </e2> in your source code .,Other
The eight-part <e1> serial </e1> was a historical drama set in ancient Egypt and charted the ruling <e2> dynasty </e2> of the Cleopatras .,Message-Topic
The device operates as follows: The flowing medium presses against the <e1> paddle </e1> of the KOBOLD flow <e2> switch </e2> .,Component-Whole
The Republican Party of Pennsylvania has a strong <e2> slate </e2> of endorsed judicial <e1> candidates </e1> running for statewide office .,Member-Collection
The confrontation between Martyn and Liz earlier ended with a <e1> struggle </e1> that resulted in Martyn's <e2> drowning </e2> .,Cause-Effect
His <e1> scepticism </e1> in regard to the <e2> liberal reforms </e2> of the sixties made him very unpopular among the more progressive writers of that time .,Other
The <e2> researcher </e2> started the slide show with a blue <e1> slide </e1> showing an overview of all episodes of the task and left the adolescent alone .,Instrument-Agency
He noticed that this black substance was also on the <e1> lid </e1> of the cracked stone <e2> casing </e2> .,Component-Whole
"The Lancet study already demonstrated that , as of July 2006 , the <e2> deaths </e2> caused by the U .S . <e1> invasion </e1> of Iraq rivaled the death toll of the 1994 Rwandan genocide .",Cause-Effect
<e2> Characters </e2> native to the African continent have been depicted in <e1> comics </e1> since the beginnings of the modern comic strip .,Message-Topic
The two <e1> pillars </e1> of the <e2> temple </e2> reinforce the theme of polarity .,Component-Whole
